population,householdsize,agePct12t29,agePct65up,medFamInc,PctPopUnderPov,MedRentPctHousInc,TotalPctDiv,PctLargHouseFam,pctUrban,PctHousOccup,ViolentCrimesPerPop
24720,2.56,23.99,15.82,61046,3.64,337,6.36,3.88,100.0,96.95,0.0
29038,2.7,23.98,13.33,45695,3.73,254,6.38,3.22,84.62,95.96,0.0
193187,2.46,28.54,11.82,32772,12.89,148,13.43,4.22,100.0,94.19,0.0
31300,2.47,34.3,8.63,32792,15.39,142,11.85,3.05,100.0,95.37,0.0
75728,2.36,24.76,14.81,49718,5.83,205,10.94,4.85,100.0,91.61,1.83
14288,2.55,25.03,13.1,46980,4.56,261,8.73,2.56,78.51,95.35,0.0
60110,2.51,21.5,18.84,60518,3.63,230,7.19,3.11,100.0,95.58,4.07
22207,2.61,30.96,7.79,47888,6.54,120,8.72,2.68,100.0,96.73,0.0
13900,2.37,22.59,14.95,30250,10.73,130,14.13,3.53,0.0,90.46,0.0
23788,2.57,26.07,11.6,40764,3.85,129,9.9,3.19,100.0,97.18,0.0
50418,3.05,25.91,10.7,33009,12.49,186,11.55,9.0,100.0,95.35,0.0
26687,2.57,43.68,6.7,30340,21.03,155,9.06,3.43,0.0,93.9,0.0
12967,2.38,19.91,25.46,25185,14.8,189,11.33,4.05,0.0,86.13,0.0
12038,2.47,27.27,12.86,36053,6.04,122,12.39,3.72,100.0,95.39,0.0
11739,2.82,29.74,7.71,42062,5.08,144,9.1,4.02,0.0,95.92,0.0
10795,2.63,25.72,11.96,33427,10.52,143,10.36,3.14,100.0,94.48,0.0
15238,2.38,23.1,17.13,26306,16.19,115,13.42,3.48,0.0,94.14,0.0
51266,2.83,30.43,9.63,44767,8.03,202,12.13,9.52,100.0,97.01,0.0
15820,2.37,30.44,17.77,23223,22.93,129,12.03,3.2,0.0,87.75,0.0
11997,3.07,23.77,7.79,66569,1.53,379,5.66,4.2,100.0,97.21,0.0
29563,3.08,27.55,11.28,25268,26.82,141,12.79,11.3,0.0,95.17,0.0
131591,2.62,28.85,11.28,40435,14.92,277,12.08,10.5,100.0,94.66,18.02
28334,2.49,22.05,20.09,23220,19.69,120,11.59,4.56,0.0,91.26,0.0
17366,2.66,27.96,10.91,34483,17.16,242,10.75,4.3,100.0,95.97,0.0
14369,2.47,22.27,15.95,38492,4.02,197,7.62,1.76,83.06,96.43,0.0
10687,2.53,27.7,17.47,19079,26.75,130,13.01,4.08,100.0,90.38,0.0
10033,2.93,31.51,15.04,29214,11.41,131,12.25,3.12,0.0,91.17,0.0
16491,2.46,28.19,21.02,25081,20.32,170,13.23,5.71,0.0,86.89,0.0
43264,2.5,27.87,12.54,26236,19.83,143,16.34,6.42,100.0,90.59,0.0
16270,2.86,48.62,8.87,30496,22.83,146,5.54,2.83,0.0,94.56,0.0
15346,2.71,25.71,9.85,34073,8.3,162,13.27,3.37,100.0,89.92,0.0
43929,2.74,28.02,9.29,35162,10.5,148,11.11,8.98,100.0,95.08,0.0
288091,2.67,29.13,11.38,35297,9.5,161,11.62,7.86,100.0,76.79,2.6
14133,2.62,25.45,11.06,54566,3.45,336,9.05,3.46,78.65,93.5,0.0
12747,2.82,26.89,8.72,35732,13.7,108,10.82,5.29,67.59,96.51,0.0
11631,2.93,28.64,4.75,53178,3.61,56,8.85,4.32,100.0,95.72,0.0
18100,2.35,19.4,24.95,23151,16.72,127,12.98,3.72,100.0,60.38,0.0
280039,2.82,26.29,10.71,48707,5.85,294,10.99,9.26,99.98,96.47,0.0
10325,2.55,25.44,11.5,50874,5.57,351,9.12,4.08,100.0,96.2,0.0
18601,2.62,25.9,13.68,24211,29.1,147,13.48,5.06,0.0,93.26,0.0
22987,2.57,20.06,15.25,49494,3.96,320,7.73,3.76,100.0,95.26,0.0
133793,2.69,30.86,8.9,34291,10.82,168,12.25,3.88,100.0,92.63,8.82
14789,2.37,23.52,15.39,35138,7.49,142,9.84,2.15,0.0,96.17,0.0
49188,2.71,27.45,12.72,23151,28.78,190,14.05,7.79,100.0,89.12,4.82
70811,2.85,29.94,7.33,36244,11.92,150,12.96,5.23,100.0,96.63,4.76
10753,2.53,23.38,17.01,24126,16.7,96,12.41,2.68,100.0,92.2,0.0
226338,2.74,28.98,3.48,50098,7.07,280,14.62,5.36,97.97,87.84,6.02
155037,2.45,34.64,5.01,37072,10.55,173,14.89,5.27,100.0,88.99,5.04
25001,2.58,33.11,11.62,40638,8.87,184,9.93,3.68,0.0,90.11,0.0
12563,3.14,21.75,7.89,68187,2.24,489,5.17,4.28,16.52,96.17,0.0
37708,2.5,24.46,16.42,24733,22.47,133,14.42,4.49,0.0,85.37,0.0
23916,2.75,27.68,10.66,38565,4.37,124,8.48,4.49,0.0,97.74,0.0
94440,2.6,31.09,8.64,30957,21.89,129,11.66,5.44,100.0,89.96,11.7
15698,2.39,24.54,14.74,28457,12.51,101,12.04,2.74,0.0,94.68,0.0
25265,2.7,26.32,9.27,39841,7.4,127,11.29,3.23,86.67,96.07,0.0
22631,2.6,26.95,13.65,25285,25.16,173,14.34,4.98,100.0,88.29,0.0
12053,2.9,21.07,17.32,61728,3.0,346,6.12,3.67,100.0,98.41,0.0
32893,3.07,21.53,5.06,71958,1.11,274,5.55,3.31,100.0,96.24,0.0
34378,2.45,25.55,15.4,26629,19.64,183,15.18,4.66,100.0,88.23,0.0
37986,2.41,26.47,16.65,27804,24.97,302,17.11,9.02,100.0,72.74,0.0
50689,2.77,34.37,6.67,42840,6.85,230,14.0,7.56,100.0,94.98,0.0
22282,3.1,30.15,6.14,29110,12.58,127,11.51,8.07,0.0,96.86,0.0
11712,2.38,24.64,15.54,44171,3.39,160,9.18,4.93,100.0,96.13,0.0
11999,2.6,25.44,13.02,40116,4.98,166,8.51,5.29,57.76,96.41,0.0
38936,2.5,26.49,14.05,28038,18.06,131,12.56,4.85,100.0,95.1,0.0
17737,2.46,29.68,13.06,25644,21.77,139,14.61,4.62,0.0,92.02,0.0
10497,2.81,22.52,14.89,47420,4.08,323,5.73,3.28,64.68,97.24,0.0
25746,2.8,26.19,9.06,51073,3.81,229,9.48,4.69,80.84,92.81,0.0
13404,2.8,23.68,22.74,25389,22.45,123,7.98,12.78,0.0,97.26,0.0
54249,3.67,37.89,8.32,24040,21.34,193,12.12,13.97,100.0,96.92,0.0
12767,2.74,24.99,8.99,51534,3.33,262,9.91,4.07,0.0,86.1,0.0
15696,3.83,30.7,7.26,31851,8.08,126,5.85,24.41,100.0,97.02,0.0
56741,2.75,27.36,6.45,53181,5.18,284,11.86,4.47,100.0,96.06,0.0
11026,2.71,29.09,9.85,30020,16.4,147,12.97,3.89,100.0,96.74,0.0
17655,2.75,23.26,16.04,42878,3.49,288,5.96,3.78,100.0,96.92,0.0
36094,2.07,17.88,37.25,25761,14.05,186,12.24,3.45,100.0,88.35,0.0
44922,2.63,38.51,8.8,35633,15.99,130,10.61,3.24,0.0,91.46,0.0
73233,2.62,33.65,10.1,53625,9.85,248,9.46,4.93,100.0,95.85,0.0
11314,2.65,28.82,11.06,22174,28.51,117,17.63,8.34,100.0,91.47,0.0
11451,2.61,24.33,14.56,33263,11.67,218,11.23,4.71,0.0,90.48,0.0
33685,2.42,24.93,10.75,43656,7.34,188,13.59,3.35,100.0,94.09,0.0
19278,2.61,20.82,14.85,53605,1.36,128,7.36,3.44,100.0,97.81,0.0
33233,2.99,27.04,8.65,48592,3.76,231,7.35,6.07,59.2,93.94,0.0
12841,2.77,34.37,4.02,28046,11.21,143,10.61,4.19,100.0,89.33,0.0
16761,2.54,24.19,13.08,33296,14.22,153,11.3,3.12,0.0,92.81,0.0
24127,2.39,24.66,10.51,63718,4.71,281,11.46,2.32,100.0,97.92,0.0
47025,2.98,25.19,11.48,64933,2.28,361,5.81,4.46,100.0,96.63,5.0
77211,3.04,30.66,5.95,39704,7.42,212,12.54,6.65,100.0,96.46,0.0
10026,2.75,27.91,13.78,27045,23.6,197,13.27,7.73,0.0,93.13,0.0
14312,2.69,24.14,13.46,41127,5.59,305,7.11,3.89,59.79,93.8,0.0
27702,2.75,24.99,8.35,44306,3.06,144,8.75,3.4,100.0,96.41,0.0
37049,2.25,27.33,12.89,46171,6.97,295,13.16,5.19,100.0,92.99,12.84
18697,2.84,25.46,7.16,48113,4.74,140,10.41,3.73,100.0,96.54,0.0
12179,2.66,21.33,11.93,57406,1.08,274,6.97,2.78,79.95,94.9,0.0
29696,2.47,25.84,17.12,28237,11.76,149,13.12,3.7,100.0,94.5,0.0
354202,2.91,29.81,8.98,28336,24.04,155,13.8,11.46,100.0,94.13,9.79
98962,3.76,33.08,7.94,16889,43.86,155,9.56,21.96,100.0,90.79,4.86
14062,2.57,25.52,16.19,25941,18.84,117,12.01,4.0,0.0,85.74,0.0
114144,2.79,31.81,9.13,48604,9.81,232,11.2,8.88,100.0,95.15,7.28
12101,2.47,25.35,15.6,27514,16.3,130,15.85,4.66,0.0,93.73,0.0
22247,2.79,22.0,16.12,53440,2.45,210,6.43,4.01,100.0,96.85,0.0
105090,2.46,27.39,15.05,31972,12.86,174,12.07,4.66,100.0,93.73,6.99
18177,2.59,23.51,14.86,46214,3.14,238,8.84,3.69,100.0,87.53,0.0
10830,3.06,21.65,8.92,78453,0.73,471,4.48,5.11,35.17,96.04,0.0
16362,2.35,25.06,17.44,30781,12.84,133,13.66,2.51,0.0,93.48,0.0
18059,2.27,21.63,22.2,24305,17.02,104,12.07,2.95,0.0,85.96,0.0
29105,3.71,26.3,3.71,64866,4.09,349,5.63,11.75,100.0,96.97,0.0
116646,2.85,27.6,10.52,23173,29.43,134,16.98,10.66,100.0,87.01,7.69
84236,2.62,26.9,13.34,32045,13.49,155,12.56,6.76,100.0,94.76,2.17
13864,2.24,17.97,25.87,33531,10.56,309,9.96,2.27,61.47,42.71,0.0
14748,2.34,21.98,16.73,40783,5.14,115,9.73,2.34,100.0,96.28,0.0
17894,2.71,28.81,14.05,31856,12.92,143,10.95,5.34,0.0,97.48,0.0
36830,2.6,24.47,17.55,22601,29.23,181,15.73,8.89,100.0,82.15,0.0
29040,2.41,25.17,14.83,31225,9.63,134,10.03,2.15,0.0,94.93,0.0
47039,2.68,25.18,12.85,44952,4.6,359,8.24,3.75,100.0,96.25,0.0
19564,2.49,25.94,8.67,52913,4.18,192,9.82,2.65,100.0,93.86,0.0
18387,2.64,27.99,15.77,22815,23.79,138,12.18,4.97,0.0,86.08,0.0
24800,2.37,26.36,16.07,26598,14.61,135,13.64,3.94,0.0,95.2,0.0
14207,3.3,31.32,5.74,25212,21.39,120,12.94,14.55,100.0,89.33,0.0
25276,2.96,34.78,8.98,26370,27.26,166,9.63,8.63,0.0,84.45,0.0
37826,2.48,30.5,8.91,40946,4.98,133,11.16,3.82,100.0,93.33,0.0
15714,2.28,26.14,17.24,24325,23.2,126,14.39,3.98,0.0,92.86,0.0
22141,2.78,22.99,16.31,41568,4.29,189,6.9,4.29,0.0,83.64,0.0
18403,2.57,25.35,15.41,40345,7.59,245,9.18,3.57,100.0,95.42,0.0
11865,2.67,21.94,10.43,61843,4.72,295,8.08,3.36,65.95,95.41,0.0
11312,2.39,26.59,10.73,42427,5.23,124,11.95,3.06,100.0,93.41,0.0
12863,2.45,22.51,18.46,29523,10.98,110,12.42,3.19,0.0,95.51,0.0
141865,2.55,38.87,5.96,40512,13.61,176,11.25,5.11,100.0,90.38,4.66
14475,2.52,25.45,13.52,26046,21.06,160,14.08,4.78,0.0,92.16,0.0
11530,3.32,58.9,10.29,36693,19.37,166,6.34,3.0,100.0,87.58,0.0
14558,2.63,24.21,16.07,37671,4.18,130,8.76,3.92,100.0,98.4,0.0
30981,2.09,34.22,7.72,40482,6.57,165,15.61,2.83,100.0,88.19,0.0
17728,2.76,23.63,13.59,43657,3.43,136,8.39,4.1,100.0,97.66,9.41
13176,2.59,34.48,7.52,33294,7.53,99,12.77,3.25,100.0,94.5,0.0
49848,2.81,23.6,15.8,54458,3.18,338,5.58,5.46,100.0,97.31,0.0
28658,2.48,26.7,13.79,35141,14.72,221,13.16,6.94,100.0,84.68,0.0
12060,2.55,31.84,7.19,33019,8.56,110,17.81,5.03,100.0,90.08,0.0
11427,2.74,22.59,12.44,56769,2.72,303,7.58,3.6,22.54,95.26,0.0
28132,2.64,23.98,9.12,46770,4.73,160,9.19,3.27,100.0,96.38,0.0
51003,2.55,36.37,13.44,30067,21.04,146,9.22,4.98,100.0,95.56,0.0
21822,2.7,24.93,12.84,40152,5.08,131,9.4,4.68,100.0,97.24,0.0
14939,2.47,23.7,17.82,27907,14.11,129,11.28,3.14,0.0,92.54,0.0
65410,2.31,24.83,14.22,44446,4.56,134,11.33,3.12,100.0,97.19,0.0
18871,2.6,29.51,11.31,22848,25.83,141,17.24,7.86,100.0,90.16,0.0
46325,2.0,18.5,33.0,35318,9.89,223,11.32,3.77,100.0,80.28,0.0
15004,2.5,27.06,10.69,31468,10.92,159,12.22,2.06,0.0,95.92,0.0
17350,2.1,18.62,27.09,35268,9.85,159,13.57,1.91,100.0,82.16,0.0
10982,2.58,26.87,12.46,51322,3.86,138,8.82,3.72,100.0,95.71,0.0
18893,2.69,26.78,6.96,39659,4.25,139,10.67,2.2,100.0,95.16,0.0
24587,2.73,24.11,5.45,53840,2.77,124,8.57,2.94,100.0,96.89,0.0
269063,2.38,26.4,14.71,25805,22.61,150,15.72,5.02,100.0,91.17,0.5
27557,2.71,20.91,14.33,69515,3.29,509,5.74,3.9,100.0,97.65,0.0
12765,2.75,27.19,15.22,22949,26.71,149,12.79,6.98,0.0,91.87,0.0
45549,2.79,28.45,11.98,25775,21.57,138,15.97,6.38,100.0,87.38,0.0
80414,2.61,33.2,11.69,32212,21.61,199,11.62,5.93,100.0,89.6,2.4
24410,2.63,19.84,12.35,95791,3.15,381,8.95,2.83,100.0,94.26,3.08
64358,2.28,30.02,12.71,34837,14.03,215,13.46,3.39,100.0,90.23,4.86
13496,2.49,25.94,13.42,26726,15.52,101,13.45,3.6,0.0,94.53,0.0
53549,2.47,26.56,13.51,27892,18.9,121,13.67,3.3,100.0,93.92,0.0
24638,2.83,26.59,5.17,43854,5.05,211,10.39,4.9,99.66,95.83,0.0
15115,2.93,30.55,11.16,42354,7.64,263,10.81,10.58,100.0,96.23,0.0
20079,2.63,29.18,13.81,30345,12.13,117,10.96,3.48,0.0,95.16,0.0
12362,2.43,23.1,17.19,29963,14.86,148,9.06,3.33,0.0,94.34,0.0
13559,2.74,30.23,12.14,31674,15.78,136,11.06,7.2,100.0,96.94,0.0
136611,2.44,32.98,10.08,35024,14.9,182,12.71,3.96,100.0,92.4,0.0
15989,2.87,19.73,9.26,101156,3.02,472,5.99,4.05,33.65,95.6,0.0
10074,2.91,25.38,9.89,45410,3.2,201,7.41,5.68,86.05,95.69,0.0
12291,2.85,27.91,15.17,25788,24.64,144,10.68,8.99,0.0,92.25,0.0
23928,3.06,26.99,6.84,57965,4.51,335,10.21,7.49,100.0,95.72,0.0
46079,2.96,26.16,9.35,36439,10.67,162,11.14,7.14,99.68,93.5,0.0
19082,2.94,27.54,9.89,28639,17.44,141,13.16,9.1,0.0,87.72,0.0
24927,2.49,29.65,13.57,30328,12.2,132,8.26,3.12,0.0,93.54,0.0
20608,2.51,21.17,13.14,61754,2.61,370,8.53,2.58,76.4,94.9,0.0
35309,2.81,26.81,5.75,56404,2.24,246,8.85,4.16,90.52,94.68,0.0
16376,2.69,29.94,5.78,39959,5.22,135,8.49,2.66,100.0,97.36,0.0
24631,3.32,39.37,10.09,41895,6.95,282,6.7,3.96,0.0,75.75,0.0
108056,2.58,26.0,11.86,57360,6.29,448,9.86,5.87,100.0,94.73,4.35
11452,2.75,25.72,8.02,43523,2.66,120,9.86,3.07,100.0,97.54,0.0
42155,2.62,27.83,8.23,35024,13.93,121,13.34,5.83,100.0,93.4,0.0
12541,2.67,31.73,5.84,41107,5.98,86,11.03,2.73,100.0,96.25,0.0
11628,2.59,20.42,15.35,66917,2.8,234,6.74,3.26,100.0,96.54,0.0
14396,2.4,22.84,18.15,40536,5.0,191,9.87,2.97,100.0,97.61,0.0
78331,2.56,26.36,11.33,55269,5.2,389,10.29,5.3,100.0,94.84,12.2
364040,2.36,29.98,12.22,26774,24.34,167,14.85,6.46,100.0,91.28,5.01
21249,3.57,34.89,7.15,50080,4.74,270,9.66,5.59,49.98,95.46,0.0
24426,2.48,26.41,14.11,32646,14.45,135,12.01,4.27,0.0,95.09,0.0
20976,2.4,29.64,14.04,33969,11.91,146,11.13,3.65,98.8,93.85,0.0
27256,2.28,22.25,19.33,23665,23.81,137,14.81,3.29,0.0,90.91,0.0
12358,2.6,26.02,13.3,48350,3.04,253,9.62,3.34,100.0,96.53,0.0
258295,2.59,27.06,9.67,35300,11.47,218,18.4,6.67,99.84,90.94,2.67
10579,2.77,23.43,9.34,44004,9.32,349,9.95,3.75,0.0,95.91,0.0
13364,5.28,39.97,4.53,22358,24.15,198,8.44,14.14,0.0,93.33,0.0
12805,2.53,27.15,13.45,50622,3.34,132,8.23,4.58,100.0,96.92,0.0
12996,2.9,24.36,11.73,64537,1.72,430,7.68,3.7,94.74,97.33,0.0
106612,2.59,28.24,13.24,26256,24.38,190,16.07,6.16,100.0,90.5,6.92
10428,2.77,23.91,7.73,53480,0.93,289,9.34,3.22,0.0,89.66,0.0
28887,2.57,26.52,11.29,38818,7.07,172,10.19,3.5,100.0,95.84,0.0
22906,2.84,31.45,10.56,22074,25.55,153,11.87,6.89,0.0,90.71,0.0
14729,3.15,29.76,11.03,19671,33.49,147,10.47,12.8,0.0,88.99,0.0
30085,2.76,27.34,12.91,34579,13.56,261,13.18,11.94,100.0,71.69,0.0
11668,3.67,28.87,6.09,42294,2.9,168,5.17,19.97,100.0,98.24,0.0
44129,2.22,35.99,9.2,33434,14.16,151,16.26,3.74,100.0,85.78,13.25
20820,2.48,21.51,20.18,31438,8.82,166,8.85,4.19,0.0,65.96,0.0
16189,2.41,28.07,12.82,49718,7.27,310,13.02,7.62,100.0,95.06,0.0
21923,2.42,23.66,16.46,29499,19.84,130,14.14,3.35,0.0,92.6,0.0
19859,2.64,35.14,14.11,26723,20.72,131,11.17,3.48,0.0,90.08,0.0
10970,2.7,24.59,17.71,16994,33.89,126,12.1,9.56,0.0,90.51,0.0
10940,3.17,26.63,6.48,46902,2.78,325,8.37,6.05,85.43,96.83,0.0
32383,2.83,25.84,8.71,59368,2.55,311,7.3,4.23,100.0,96.94,0.0
55530,2.36,30.71,14.46,27202,22.11,171,13.98,3.82,100.0,89.0,4.44
186206,2.69,35.04,8.84,30826,19.56,165,10.98,6.11,100.0,88.81,4.64
54780,2.92,27.2,12.72,35361,10.91,196,11.5,6.73,100.0,95.83,7.48
92788,2.82,28.6,10.85,38544,13.64,297,11.52,7.54,100.0,92.86,3.32
76371,2.79,24.48,14.42,46376,4.92,216,7.66,5.22,94.69,76.73,0.0
34012,2.14,17.98,28.7,33578,7.12,161,11.47,1.76,100.0,86.3,0.0
47585,2.61,24.71,8.96,51741,4.18,332,11.92,3.3,100.0,97.09,0.0
30250,3.12,26.36,10.17,45389,3.6,138,5.73,6.34,100.0,97.81,0.0
164693,2.51,34.53,10.06,30570,15.76,173,16.18,5.24,100.0,89.48,9.35
53240,3.54,28.65,5.48,60689,3.95,256,6.83,10.8,100.0,97.8,0.0
28808,2.86,24.31,5.19,62724,1.33,258,7.54,3.93,60.22,96.81,0.0
12035,2.53,25.71,15.16,31778,14.89,202,13.09,3.53,0.0,92.09,0.0
20393,2.32,24.38,17.04,48040,4.63,348,8.39,4.02,100.0,89.5,0.0
13142,2.43,27.66,19.02,21952,20.56,108,11.98,2.62,0.0,90.05,0.0
10573,4.31,63.35,5.89,42055,21.14,181,4.68,2.68,92.61,91.29,0.0
39253,2.59,27.52,7.98,57376,2.47,173,9.02,4.65,100.0,95.63,0.0
65674,2.06,19.71,28.99,30141,7.42,126,12.87,1.67,100.0,82.46,0.0
60838,2.6,24.32,15.59,42433,5.5,133,8.82,3.9,100.0,97.88,0.0
65566,2.36,29.18,15.01,30410,14.93,145,13.26,4.16,100.0,91.78,4.79
68586,2.49,30.15,6.42,54591,2.68,197,10.14,3.68,100.0,93.53,0.0
10602,2.82,16.79,13.07,100131,1.8,280,7.64,4.04,100.0,97.58,0.0
41882,2.63,38.93,11.21,20993,35.87,133,12.61,6.22,100.0,90.02,0.0
15467,2.89,21.48,13.28,70129,2.25,638,4.64,2.99,100.0,96.98,0.0
372242,2.58,27.02,10.63,31755,18.82,252,15.68,10.39,100.0,93.4,3.73
30548,2.66,20.02,18.45,56569,2.94,345,5.63,3.6,100.0,97.74,0.0
39162,2.44,24.95,11.65,43360,2.8,101,9.87,2.34,96.05,95.06,0.0
33181,2.48,30.69,11.85,32156,14.98,184,14.05,3.09,100.0,93.22,0.0
36175,2.69,20.66,16.74,61048,1.25,226,5.95,3.79,100.0,97.43,0.0
24250,2.76,25.5,9.13,41815,6.71,235,11.57,6.81,100.0,95.2,0.0
15600,3.19,24.83,8.19,78445,0.79,415,5.23,5.37,89.6,95.38,0.0
14167,2.72,23.91,9.47,57262,2.75,340,8.09,4.73,95.84,96.53,0.0
48655,2.89,29.87,7.0,53230,2.81,130,7.26,4.54,100.0,95.5,0.0
61921,2.25,31.84,18.57,24264,22.49,172,14.77,4.5,100.0,85.63,6.47
16685,2.84,31.62,14.06,45957,4.39,231,7.75,3.23,97.23,94.4,0.0
29941,2.62,27.13,11.4,29317,9.36,111,11.57,3.06,100.0,95.2,0.0
12694,3.53,30.86,11.35,14257,48.82,127,9.12,19.72,0.0,88.97,0.0
68637,2.42,27.31,17.16,26757,21.73,134,11.35,4.98,100.0,91.1,0.0
19976,3.04,27.46,3.94,43996,3.72,158,9.55,4.43,100.0,93.34,0.0
40822,2.7,26.94,10.48,30689,16.76,126,15.11,5.8,98.65,90.61,0.0
96086,3.19,29.44,8.07,46081,7.71,219,11.15,11.38,100.0,96.73,10.09
50553,2.73,26.43,4.85,64486,2.41,285,10.53,3.06,100.0,95.49,0.0
10807,2.86,20.41,10.22,67061,2.56,362,7.14,3.82,100.0,97.03,0.0
14731,2.6,26.83,12.18,31569,10.3,119,12.41,4.52,0.0,95.11,0.0
61368,2.56,26.52,12.76,28117,16.84,124,14.36,4.14,100.0,94.6,19.05
10275,2.28,17.94,25.83,35036,5.57,285,8.05,2.79,0.0,54.11,0.0
23221,2.61,26.64,7.31,44725,3.42,173,11.28,2.33,100.0,94.99,0.0
10712,2.68,26.95,14.37,23338,28.83,140,14.15,6.82,0.0,89.61,0.0
28040,2.37,21.09,15.66,64560,6.47,380,12.85,5.44,100.0,96.48,0.0
45857,3.18,43.03,3.98,34952,17.2,170,9.73,6.21,0.0,88.38,0.0
11066,2.54,26.46,16.39,31308,13.89,128,11.52,4.12,0.0,89.42,0.0
15614,3.11,39.34,9.77,39852,14.31,204,8.77,6.32,100.0,92.26,0.0
10815,3.88,32.24,9.61,15406,38.95,135,7.33,19.82,100.0,88.16,0.0
13650,2.59,21.29,16.26,60182,3.87,393,6.45,2.79,100.0,93.35,0.0
27357,2.43,22.84,10.83,69481,4.65,351,13.71,3.15,100.0,95.36,0.0
12304,2.41,23.46,15.43,80759,3.62,188,7.05,2.58,100.0,94.5,0.0
21505,2.47,24.08,16.37,27124,15.37,140,13.51,3.73,100.0,84.33,0.0
174820,2.8,28.34,8.18,36998,15.0,174,14.05,7.16,99.61,94.4,10.59
10353,2.27,24.32,15.1,33004,7.04,105,13.54,2.31,100.0,92.13,0.0
101082,2.4,35.77,13.02,34493,18.31,176,10.8,4.47,100.0,91.17,8.52
275221,3.01,31.88,8.51,25816,26.34,242,14.0,13.13,100.0,89.34,0.0
73552,2.7,28.16,10.2,33263,17.71,208,17.06,12.4,100.0,93.87,7.76
63909,2.64,29.27,12.98,28649,16.78,158,14.35,8.44,100.0,89.13,0.0
38386,2.61,27.11,13.6,27243,20.3,182,15.65,6.5,100.0,90.95,0.0
63850,2.85,29.89,8.86,33891,16.08,138,12.82,8.08,100.0,89.62,0.0
112669,2.43,31.76,11.15,34153,17.04,195,12.92,3.18,100.0,96.42,11.11
160728,2.73,34.52,11.91,28342,22.96,226,11.37,8.14,100.0,88.19,7.5
61741,2.47,25.2,13.95,30185,17.2,175,14.81,4.52,100.0,91.68,9.68
12804,2.59,21.71,14.18,61046,2.9,289,7.56,3.83,100.0,96.84,0.0
11385,2.53,23.92,15.67,37795,7.16,199,9.43,3.45,86.85,93.9,0.0
28835,3.27,54.92,6.23,28301,27.49,133,7.65,3.4,100.0,94.96,0.0
42655,2.99,28.06,7.06,54463,4.46,286,11.18,7.45,100.0,97.04,0.0
20935,2.87,26.01,6.58,38880,6.78,216,10.45,3.63,98.76,94.31,0.0
19512,2.49,31.49,4.53,60009,2.85,157,8.95,4.13,100.0,93.94,0.0
38719,2.81,51.27,7.53,50217,16.14,162,7.23,2.26,100.0,92.79,0.0
13817,2.4,23.09,18.14,28907,11.43,132,12.3,2.66,0.0,93.49,0.0
11587,2.67,26.9,6.47,45990,3.51,159,9.43,3.15,100.0,94.96,0.0
37960,2.34,33.75,6.05,37801,8.76,172,17.0,3.71,100.0,92.92,0.0
18549,2.45,24.34,15.47,32194,11.39,142,13.08,2.79,0.0,95.77,0.0
38372,2.78,29.28,12.39,40144,8.0,208,8.87,3.62,100.0,95.53,0.0
36659,3.29,28.77,9.77,41917,4.91,153,6.95,16.45,100.0,97.08,0.0
10104,2.53,25.39,14.0,27081,15.52,136,13.6,4.5,0.0,93.09,0.0
44630,2.37,24.76,15.62,52749,4.63,326,7.0,3.64,100.0,96.9,0.0
55900,2.31,23.58,13.73,68790,4.65,382,12.24,2.65,99.36,96.1,0.0
15157,2.92,22.83,7.45,68667,1.9,524,6.44,3.9,0.0,91.27,0.0
49389,2.56,22.59,18.16,49630,3.54,339,8.62,4.22,100.0,95.82,5.0
27652,3.13,27.74,4.32,48512,5.17,172,10.24,4.78,100.0,96.66,0.0
75460,2.62,24.17,10.64,60587,2.4,259,7.21,3.82,100.0,94.68,0.0
15324,2.41,28.45,9.37,40757,4.45,129,12.93,3.27,100.0,93.94,0.0
21853,2.57,27.14,10.19,44825,6.51,158,9.83,2.62,100.0,96.73,0.0
12003,2.77,27.96,6.12,37995,2.7,170,10.04,3.15,0.0,95.4,0.0
20850,4.37,36.85,5.09,27157,21.19,244,8.95,31.65,100.0,98.09,0.0
13502,2.45,39.51,13.92,30245,22.14,129,9.27,3.43,0.0,86.97,0.0
22817,4.34,36.96,3.73,22245,27.54,196,10.66,32.87,100.0,97.14,0.0
13604,2.6,24.15,10.41,42437,3.48,120,8.84,2.38,88.61,94.44,0.0
16327,2.27,23.73,11.57,40527,9.59,484,13.27,2.05,100.0,96.3,0.0
34185,2.82,28.21,15.37,50314,3.31,179,8.0,4.05,100.0,96.68,0.0
16032,2.53,23.09,15.49,44774,4.39,133,7.67,4.35,100.0,96.9,0.0
40452,3.18,28.36,10.61,50577,3.89,344,8.89,8.82,100.0,95.33,0.0
19661,2.58,24.35,15.45,39435,6.6,190,10.31,2.35,100.0,96.52,0.0
10177,2.94,24.45,17.52,52763,3.09,233,5.82,4.61,100.0,96.92,0.0
10422,2.94,21.71,13.53,70290,1.01,290,4.75,4.14,100.0,99.0,0.0
31083,2.78,24.46,11.74,41883,4.85,261,9.02,4.2,79.53,94.92,0.0
37840,2.45,25.06,14.64,35427,9.82,165,12.57,4.5,100.0,93.05,0.0
72884,2.79,24.43,7.69,63187,2.83,165,7.13,4.54,100.0,96.21,3.82
31306,2.83,21.1,7.67,78863,2.1,249,8.44,3.3,100.0,96.49,0.0
16410,2.51,24.55,16.84,20839,27.9,139,15.26,6.44,0.0,87.09,0.0
21082,2.53,23.61,12.52,53937,3.74,157,8.2,2.12,100.0,94.63,0.0
